branch,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
N60#N50,93989,15,85,174,19,336,8,80,19,80,49,39,244,17,17,881,1193,845,1,2,22,17227,5,2,43,47,29,4,1,19,2,10,2,6,57,221,7,10,14,88,82,3,62086,1175,3,182,56,7,30,5,1,461,8,26,5,88,16,29,0,14,237,0,1590,98707,0,203,11,10,389,21,17,46,23,377,32,30,32,66,1,2,16,65,1,0,39843,8,11,85,0,538,7,4,6,2,4,86,7,82,10,284,335,31,171,206,2,56726,18,11,43,2,3,87,10,26,160,498,23,73,6,0,5,42,34,10,13,8,30725,5,14,75,1,170,54,313,281,44,5,2,0,203,75,2,3,3,73,12,4,74133,18,719,309,32,3,4,9,49,256,1839,0,6,45,2,23,237,1,35,29,19,90244,21,50,265,19,438,1268,59,189,16,3,3,59,22,2,20,542,7,66,512,15,119044,405,4,114,138,91,152,57,676,43,15,51,0,1,7,6,8,0,260,39,492,30902,1,4,8,26,16,189,295,2,0,50,9,374,33,2,87,231,24,201,8,1,53157,13,55,45,920,227,8,0,22,295,7,10,14,16,14,66,8,11,207,3,11,57334,111,47,686,145,24,1,1,24,9,20,433,1,18,440,5,304,168,10,32,236,63326,426,28,17,7,20,13,20,77,4,17,3,93,227,12,994,53,11,31,31,417,61806,122,63,5,34,16,800,206,81,23,95,516,60,42,46,237,7,802,453,38,148,111368,867,57,4,23,1055,9,18,26,6,28,7,317,102,59,231,171,156,8,56,906,72803,199,0,4,699,3,22,51,69,65,1,1699,11,645,315,7,18,10,10,56,189,91519,1,3,0,11,0,0,8,6,2,0,2,22,3,0,0,7,28,13,0,2,5999,4,7,120,16,2,420,4,242,8,3,26,0,40,4,9,17,48,8,4,6,33859
N61#N50,93989,2,28,50,9,72,0,15,8,14,10,9,68,5,3,212,249,186,0,2,4,17227,0,0,16,18,12,0,0,3,1,1,1,2,10,34,2,1,4,21,20,2,62086,258,0,37,14,1,3,1,0,111,1,3,0,18,5,8,0,2,54,0,311,98707,0,57,2,1,89,2,5,14,3,98,6,7,12,28,0,0,4,12,0,0,39843,0,4,24,0,102,1,2,0,0,0,20,2,26,3,80,93,15,42,70,0,56726,2,5,15,2,0,19,1,3,28,135,4,19,1,0,4,11,12,3,4,4,30725,0,3,11,0,53,14,98,35,15,3,1,0,59,13,1,1,1,27,1,2,74133,4,163,53,9,0,2,5,6,51,263,0,1,8,1,2,58,0,5,5,4,90244,2,11,63,4,94,247,18,43,4,1,0,15,4,1,0,148,2,16,144,5,119044,99,0,30,37,20,47,14,143,10,5,9,0,0,1,0,1,0,78,10,101,30902,2,0,3,3,0,41,46,1,1,7,2,79,12,0,15,57,7,39,1,1,53157,0,8,3,136,39,1,0,8,80,0,2,3,3,5,12,1,1,56,0,3,57334,32,8,135,41,9,0,1,5,1,3,124,0,1,106,4,82,64,3,6,51,63326,73,6,4,1,6,2,2,20,1,2,0,19,51,3,240,16,5,10,2,114,61806,21,15,0,13,3,178,67,14,3,31,75,14,15,8,70,6,183,106,2,27,111368,230,12,1,9,184,6,4,5,3,6,2,82,43,8,63,33,31,2,19,181,72803,56,1,1,135,2,3,19,15,28,0,386,4,154,72,3,3,3,1,4,42,91519,1,1,0,5,0,0,4,1,1,0,0,5,2,0,0,4,10,0,0,0,5999,1,1,18,3,0,93,1,48,0,3,2,1,12,2,4,2,13,0,1,0,33859
N62#N52,92528,1,38,37,3,118,0,8,3,16,9,3,47,2,4,241,441,328,0,0,0,17322,0,0,13,25,6,1,0,2,0,0,1,0,34,57,3,0,3,37,32,1,62166,270,0,60,20,2,4,1,0,134,3,1,0,11,4,6,0,9,61,1,376,98240,0,67,3,0,133,4,1,5,2,81,6,1,11,28,0,0,0,6,1,1,39713,1,3,23,0,129,2,0,3,0,0,22,1,31,0,66,82,11,67,63,0,56779,2,1,6,2,1,7,3,2,57,147,3,25,3,0,0,7,16,2,0,0,30823,0,1,25,0,53,20,102,96,5,2,2,0,76,7,0,1,1,16,2,0,75590,3,138,112,12,0,0,6,11,101,465,0,0,5,0,5,68,0,7,2,11,89903,1,22,90,4,90,264,5,64,2,0,0,0,3,0,1,161,6,13,136,0,117866,126,1,51,33,31,38,8,203,5,3,3,0,0,2,1,0,0,112,15,105,31768,0,0,0,5,3,62,103,0,0,2,1,82,3,1,10,64,10,65,1,0,53829,0,6,4,253,78,0,0,7,82,0,1,1,0,3,32,1,1,96,0,1,56631,42,24,177,57,4,0,1,1,1,3,110,0,3,152,0,80,54,0,4,73,63807,166,2,2,1,0,3,3,25,0,1,0,38,92,4,247,17,7,9,7,131,62615,50,15,1,13,0,157,84,2,1,36,103,4,24,7,51,2,293,96,4,58,111730,201,5,4,10,278,3,1,1,0,5,2,184,17,10,98,42,32,2,14,209,74527,18,0,0,189,3,9,14,21,40,0,543,3,168,147,1,3,0,0,4,24,92169,0,0,0,5,0,0,0,2,0,0,0,13,0,0,0,0,11,1,0,1,5925,1,0,37,2,0,67,0,64,2,1,0,0,9,1,3,2,28,0,0,0,34186
N63#N53,95989,2,18,30,0,98,3,12,3,10,8,6,56,2,3,147,320,234,1,1,1,17278,1,0,7,15,6,0,0,6,0,1,0,3,19,38,3,3,2,34,29,1,61958,233,0,52,14,1,1,0,0,109,1,3,2,12,4,6,0,3,60,0,300,98584,0,63,4,3,75,2,3,4,2,93,5,5,6,16,0,1,5,11,0,0,39460,0,0,13,0,109,0,1,0,1,0,15,0,14,1,50,83,5,44,38,1,56891,2,0,2,0,0,5,0,2,34,135,6,15,0,1,1,11,5,0,2,2,30353,0,3,13,0,36,11,67,88,5,0,0,0,61,7,1,1,1,14,0,0,72987,1,120,67,2,0,0,2,3,57,529,0,1,8,0,2,61,0,5,5,1,89205,6,8,48,1,77,393,20,46,1,0,0,12,6,1,3,121,0,12,104,2,118286,82,1,24,28,14,31,4,183,2,3,18,0,0,0,0,0,0,76,6,95,30895,0,2,1,8,3,50,104,0,0,3,2,93,2,0,11,39,6,51,0,0,52274,0,1,1,286,40,0,0,6,97,2,3,0,1,3,4,2,2,56,2,0,57071,26,14,128,27,4,1,1,3,2,2,111,0,2,116,0,85,33,1,3,51,62840,173,1,2,0,3,2,5,17,0,3,0,36,64,1,207,9,0,4,10,98,64365,28,9,0,11,3,205,65,12,4,33,130,10,6,9,39,2,237,83,2,37,111500,221,5,2,7,368,1,3,2,1,3,0,86,25,7,70,34,23,2,11,170,72903,30,0,0,205,0,5,7,16,12,0,478,2,143,100,0,1,1,2,3,28,92897,0,0,1,4,0,0,1,1,0,0,0,5,0,0,0,0,8,4,0,0,5864,0,1,38,3,1,74,0,42,1,1,3,0,4,4,3,1,11,0,0,0,33801
N64#N53,95989,2,25,46,3,83,0,20,5,20,10,3,80,5,3,191,288,208,0,0,2,17278,0,0,10,11,8,0,0,5,0,2,0,1,23,56,5,0,3,17,20,1,61958,393,0,57,10,2,4,0,0,94,1,9,0,19,4,5,0,3,52,0,377,98584,1,63,4,0,79,2,1,6,2,121,6,4,10,14,0,0,3,19,0,0,39460,1,1,22,0,188,1,0,2,1,2,27,2,20,0,70,98,7,39,54,1,56891,2,1,9,2,1,13,3,1,40,115,3,14,0,0,1,6,14,1,5,2,30353,1,0,13,0,38,18,106,93,11,0,1,0,53,21,1,0,2,30,3,0,72987,6,198,105,7,1,1,1,11,122,725,0,1,13,0,8,89,0,4,7,2,89205,3,11,56,3,99,483,14,37,8,1,0,18,5,0,0,133,3,17,172,0,118286,127,0,56,56,26,49,9,213,9,2,22,1,0,1,2,2,0,62,5,145,30895,0,0,0,8,0,57,145,0,0,8,6,109,10,2,28,63,9,71,1,0,52274,2,3,8,390,75,1,0,6,103,1,0,2,1,2,15,1,1,48,2,0,57071,26,11,115,41,8,0,0,9,0,5,166,1,5,97,0,72,33,0,4,69,62840,152,5,5,3,3,2,4,26,2,3,0,34,54,3,285,14,3,3,12,125,64365,35,11,1,11,0,278,89,22,3,33,169,9,8,13,39,0,216,130,1,47,111500,200,6,3,15,432,1,4,6,1,6,2,86,35,16,49,56,52,1,18,293,72903,44,0,1,260,0,6,20,24,24,0,428,5,208,72,0,6,2,0,14,48,92897,0,0,0,7,0,0,0,2,0,0,1,6,0,0,0,2,9,4,0,0,5864,0,0,55,2,0,74,0,85,2,0,5,0,5,0,2,3,17,1,1,0,33801
N65#N54,93497,0,2,5,0,29,0,2,0,1,2,1,15,0,1,44,119,82,0,1,0,17309,0,0,4,3,1,0,0,0,0,0,0,0,4,9,0,0,2,15,8,1,62336,58,0,15,4,0,0,0,0,51,0,0,0,3,0,1,0,2,18,0,95,97700,0,20,0,0,37,1,0,2,1,29,1,3,1,6,0,0,0,4,0,0,39644,1,0,3,0,35,0,0,0,0,0,2,1,4,0,14,12,4,15,12,0,56798,0,0,0,1,0,1,0,1,13,34,1,5,1,0,0,1,6,0,0,0,30817,0,0,5,0,12,3,17,32,0,0,0,0,22,0,0,0,0,4,0,0,74649,1,20,26,1,1,0,0,0,23,165,0,1,1,0,1,17,0,1,2,2,89176,0,0,22,0,12,110,2,16,0,0,0,1,1,0,0,48,1,5,22,1,118207,25,0,8,2,4,6,2,46,1,1,0,0,0,1,0,0,0,23,1,22,31437,0,0,0,2,1,23,30,0,0,0,0,25,1,0,0,10,4,13,0,0,52848,0,1,2,86,20,1,0,3,13,0,0,1,0,1,2,0,0,19,0,1,56488,5,4,41,9,1,0,0,0,0,0,20,0,0,30,0,15,6,0,0,5,63233,51,0,0,0,2,0,0,11,0,1,0,9,29,1,53,1,1,2,2,48,63347,17,5,0,5,0,30,19,3,1,12,25,1,4,1,17,0,52,23,1,7,111040,45,1,0,2,114,0,0,0,0,1,0,34,9,1,35,10,6,1,4,40,73861,5,0,0,61,1,0,2,5,3,0,169,0,22,40,0,0,0,0,2,3,92125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5964,0,0,11,1,0,17,0,14,0,0,0,0,5,0,1,2,1,0,0,1,33996
N66#N56,82969,40,81,220,21,484,13,90,36,77,52,73,336,42,25,1455,1166,842,1,6,32,16569,3,0,66,66,28,20,4,36,3,28,5,5,43,320,26,22,7,98,99,3,63415,2229,4,155,67,10,51,7,3,582,10,62,9,139,40,34,0,19,254,4,2653,95587,2,219,36,19,338,43,17,140,34,550,51,77,87,137,4,8,20,58,6,4,38163,6,40,146,0,496,30,7,7,6,3,69,12,110,4,759,556,43,190,224,4,53250,16,8,48,19,10,160,24,31,117,626,100,90,10,5,8,27,58,22,31,14,29002,8,35,109,3,295,56,491,203,56,19,10,1,304,89,4,5,12,155,11,10,73521,30,1074,460,41,5,9,11,52,275,2366,1,17,56,3,33,225,5,35,49,51,89505,51,96,456,33,484,2038,154,292,31,5,6,102,32,7,21,705,21,105,1311,35,114215,1044,15,110,235,90,131,99,1169,20,38,48,2,3,8,26,4,2,418,58,679,29836,11,7,12,26,28,147,279,5,3,62,21,416,74,9,108,317,74,326,20,22,52704,16,75,56,1175,395,20,0,49,526,9,16,42,15,24,92,22,24,180,16,29,53797,212,41,676,262,50,1,11,61,7,64,566,9,31,700,14,534,288,45,108,270,61113,430,90,69,34,2,32,28,58,8,34,5,88,239,37,1481,79,24,66,47,451,59592,150,94,12,33,17,1394,391,101,80,117,608,86,91,124,206,48,1094,455,80,164,113060,1975,130,5,75,1048,28,28,55,16,80,24,386,152,91,218,364,184,48,75,1596,70709,277,1,11,789,12,25,90,114,109,13,2498,30,901,395,27,39,17,14,109,287,88804,2,10,2,21,0,1,20,9,3,2,3,45,2,2,1,7,12,9,4,2,5591,17,6,74,12,3,803,2,276,16,5,54,2,58,4,17,7,47,11,12,5,33539
N67#N56,82969,10,37,73,7,210,10,35,15,39,28,32,145,17,11,667,445,354,0,5,10,16569,1,0,25,23,9,4,0,18,0,11,0,0,22,156,10,10,5,36,37,2,63415,1103,1,56,26,3,15,4,1,237,5,17,0,48,12,15,0,8,119,0,1437,95587,1,75,11,10,138,9,7,57,17,304,11,37,22,44,1,5,8,28,2,1,38163,0,12,53,0,233,7,5,0,3,2,30,3,40,2,357,259,23,93,110,2,53250,6,11,25,2,4,58,9,18,33,230,35,49,3,2,3,8,13,9,18,0,29002,2,8,38,2,130,28,213,85,16,6,1,1,134,30,3,2,4,56,3,1,73521,9,473,184,21,4,4,8,26,123,1092,0,4,32,1,20,86,0,18,19,25,89505,15,39,191,13,236,1005,62,124,13,1,5,30,12,1,13,313,3,49,579,12,114215,463,7,36,103,31,54,30,549,9,27,23,0,0,1,9,2,1,156,25,365,29836,5,1,7,10,6,56,132,1,0,35,4,173,29,3,44,135,21,140,3,8,52704,7,41,10,563,148,10,0,22,215,4,8,12,2,9,38,9,13,71,5,23,53797,91,23,278,101,19,1,4,24,3,11,262,4,17,321,6,246,130,16,35,113,61113,180,29,18,11,1,8,7,26,1,9,1,34,103,6,709,31,9,27,16,164,59592,58,36,5,8,6,655,144,42,26,37,260,25,37,44,75,15,492,194,37,65,113060,833,50,4,25,438,6,17,22,5,34,7,152,77,35,94,157,85,17,25,850,70709,102,0,6,312,7,11,40,41,35,4,1064,9,371,152,10,16,9,5,38,103,88804,1,2,0,9,0,0,14,2,1,1,0,16,3,0,0,0,10,5,0,0,5591,5,2,25,2,4,383,0,118,3,1,20,2,18,0,7,0,31,1,4,5,33539
N68#N57,88898,28,95,132,10,325,4,67,23,45,31,31,227,24,7,872,800,521,0,4,13,16863,0,1,51,41,11,8,1,10,1,16,1,3,28,229,10,11,9,62,77,3,64602,1289,2,109,47,4,17,5,0,360,5,14,5,45,18,23,0,16,180,1,1589,96431,3,127,21,6,232,15,6,54,10,371,17,33,39,74,2,1,8,33,1,1,39591,1,15,94,1,343,7,3,3,1,2,64,5,54,6,415,342,38,121,136,2,55426,16,11,32,14,7,62,9,19,74,429,45,88,9,3,9,14,24,11,23,5,30626,3,20,78,1,195,34,303,140,41,9,7,2,190,36,4,1,4,71,2,4,73142,21,516,234,37,2,3,8,28,168,1247,0,8,30,2,19,133,1,21,34,25,89210,24,63,271,8,285,1011,56,184,20,3,2,48,17,4,10,366,7,52,690,13,115604,581,6,95,161,64,115,53,706,16,26,26,0,2,11,11,3,0,307,36,488,32191,4,4,10,21,17,116,201,2,2,31,14,218,19,2,50,181,53,209,7,5,52602,8,27,41,666,219,18,0,26,247,3,5,19,5,11,44,13,15,115,4,16,54823,148,30,430,186,27,0,5,26,1,26,414,4,7,480,9,324,207,22,46,208,61868,237,36,34,9,6,9,13,44,3,18,2,53,138,13,827,59,18,35,24,283,61551,99,61,8,13,10,741,255,58,29,80,282,42,57,67,133,16,694,312,32,123,112788,1095,48,3,46,725,13,21,24,6,28,9,257,125,55,164,222,130,13,44,907,73230,147,0,6,507,9,12,64,60,57,5,1394,12,572,235,10,13,6,4,44,141,91578,0,4,0,14,0,0,6,5,2,1,2,24,0,0,0,5,14,7,1,1,5704,8,5,50,8,0,385,4,140,3,3,16,0,34,1,3,4,23,1,2,4,32983
N69#N60,93000,20,110,175,23,347,12,77,24,54,57,38,259,21,15,1033,1352,880,3,3,13,17173,4,0,59,54,23,5,0,20,3,10,4,3,42,215,15,6,14,91,58,2,62165,1133,2,122,69,4,22,4,1,481,5,27,9,63,15,37,0,19,165,1,1549,97646,0,183,20,10,362,16,12,42,18,388,33,28,29,77,1,3,9,28,2,1,39845,6,9,97,1,433,7,3,1,0,5,63,8,72,4,305,344,49,172,214,0,56477,12,9,33,11,6,66,11,10,150,516,44,91,8,1,1,24,33,6,11,8,30842,1,11,76,1,186,44,343,232,36,6,0,0,203,26,1,1,3,80,1,0,73529,13,486,280,26,6,1,6,34,205,1513,0,3,24,3,10,177,2,26,16,27,89316,17,52,289,13,348,1097,47,174,13,1,0,40,19,0,10,575,8,84,615,23,119138,542,6,139,178,79,112,45,642,32,23,24,1,1,0,5,6,0,277,35,399,30739,8,3,9,23,10,142,234,0,0,17,7,273,23,3,54,236,42,190,8,4,52589,7,17,29,711,180,8,0,27,233,6,3,9,5,9,64,8,4,204,7,12,56711,142,54,695,173,25,1,5,19,2,15,364,1,18,486,5,349,205,12,34,204,62784,456,23,16,17,12,11,21,89,4,21,2,84,284,26,976,63,19,25,36,470,62177,105,67,4,38,10,665,206,43,20,106,425,28,75,52,190,20,955,356,22,151,111201,1077,43,6,40,851,9,8,16,4,28,4,403,94,41,202,191,138,14,51,992,72374,138,0,2,658,5,21,55,68,87,2,1907,8,668,361,7,22,6,13,34,148,91423,0,3,2,19,0,1,6,10,1,1,0,32,1,0,0,5,32,7,0,1,6013,4,4,88,5,1,414,4,202,2,3,21,0,44,2,9,6,38,7,2,3,33475
N7#N5,89212,53,118,233,24,618,22,128,46,123,89,74,429,46,52,1572,1548,1176,3,10,37,15897,3,1,70,60,23,16,2,33,2,23,4,10,88,404,27,20,12,109,182,10,61973,2786,1,338,111,10,54,7,0,688,12,93,22,190,49,38,0,26,414,1,3105,97371,1,402,55,17,440,39,28,119,48,907,87,113,77,166,4,8,19,81,0,0,37330,5,31,137,2,714,27,5,6,6,7,102,19,141,2,686,746,76,243,286,7,55612,22,8,58,21,8,146,27,52,244,907,113,143,12,1,12,53,67,26,32,13,28086,6,26,123,1,260,89,555,379,82,17,10,3,379,132,10,4,10,165,10,6,66253,19,1019,534,26,12,5,16,53,355,3265,1,6,101,10,33,348,3,102,60,49,85579,52,111,410,28,781,3444,213,366,36,6,6,153,45,3,26,827,25,109,1057,23,114533,1160,15,198,345,185,161,127,1499,52,41,79,2,4,5,22,14,3,459,63,1010,29619,9,9,21,36,38,245,572,2,1,99,37,496,76,9,245,383,68,365,20,12,47622,27,97,119,1895,424,30,1,69,670,18,15,37,20,31,99,22,25,325,17,32,55345,250,88,863,278,77,0,5,73,17,84,709,7,54,851,18,558,441,46,99,314,61338,860,88,81,37,16,28,47,142,14,43,3,159,388,15,1666,115,40,66,53,766,64048,247,116,32,56,26,1883,480,139,86,121,904,101,86,116,230,51,1081,607,68,307,110308,2050,151,14,73,1886,32,39,51,21,108,29,423,183,101,374,339,198,51,143,1767,69443,396,1,4,1351,24,17,104,134,103,7,2706,25,1286,565,25,40,35,23,96,328,92195,5,11,3,22,2,1,16,8,3,1,1,27,5,3,1,5,26,15,1,2,5508,15,2,196,25,3,881,6,357,9,1,46,1,52,8,18,29,78,9,12,7,31863
N70#N61,93814,0,1,5,3,5,0,0,0,0,2,0,5,0,0,14,20,7,0,0,0,17275,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,62094,26,0,4,0,0,0,0,0,5,0,0,0,1,0,1,0,0,5,1,24,98641,0,2,1,0,3,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,39973,0,0,1,0,6,0,0,0,0,0,0,0,1,0,4,2,0,0,2,0,56640,0,0,0,0,0,2,1,0,2,8,1,0,0,0,0,0,2,0,0,0,30781,0,0,0,0,3,1,5,3,0,0,0,0,2,0,0,0,0,1,0,0,74467,0,8,2,0,0,0,0,1,5,21,0,0,0,0,0,2,0,1,0,0,90330,0,1,3,1,3,14,0,2,1,0,0,1,0,0,0,1,0,1,5,0,119116,4,0,1,5,1,0,0,6,0,0,0,0,0,0,0,0,0,8,2,8,30968,0,0,0,1,0,5,2,0,0,1,1,4,0,0,1,3,0,8,0,0,53349,0,0,1,18,2,0,0,2,2,0,0,0,0,0,0,0,1,3,0,0,57227,0,1,6,2,0,0,0,1,0,0,5,0,0,6,0,4,4,0,0,0,63347,3,0,0,0,0,0,0,0,0,1,0,0,6,0,10,0,0,0,0,3,61722,1,1,0,0,0,10,2,0,1,0,5,1,1,0,2,0,18,6,0,0,111339,8,0,0,0,20,0,0,0,0,0,0,8,2,0,2,3,1,1,0,19,72939,3,0,0,15,1,0,0,0,1,0,30,1,12,3,0,0,0,0,2,2,91436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021,0,0,0,0,0,6,0,3,0,0,0,0,1,0,0,0,4,0,0,0,33898
N71#N61,93814,0,10,5,0,28,0,5,0,5,1,3,16,0,1,55,78,58,0,0,0,17275,0,0,2,6,1,0,1,0,0,0,0,0,2,14,0,0,1,8,11,0,62094,59,0,13,5,0,1,0,0,28,0,2,0,4,3,0,0,2,9,0,84,98641,0,17,1,0,36,1,0,3,1,19,0,1,1,5,0,0,0,2,0,0,39973,1,4,7,0,23,0,0,0,0,0,4,0,5,0,22,18,3,11,12,0,56640,1,2,2,0,0,8,0,1,7,35,1,2,2,0,0,4,3,1,0,0,30781,0,1,2,0,18,2,19,6,2,0,0,0,23,1,0,1,0,3,0,0,74467,1,41,9,3,0,0,1,2,13,96,0,0,1,0,0,18,0,1,2,2,90330,0,4,26,0,19,79,4,14,0,2,1,4,1,0,1,40,1,6,44,0,119116,24,0,8,15,1,9,3,42,2,1,2,0,0,0,0,0,0,19,1,17,30968,1,0,1,0,0,11,18,0,0,4,0,23,5,0,1,15,3,11,0,0,53349,0,0,2,56,16,0,0,1,17,0,1,0,1,0,5,0,0,14,0,0,57227,12,2,35,11,4,0,1,0,0,0,29,0,0,25,1,23,12,1,3,11,63347,26,0,1,0,0,0,0,3,0,1,0,4,27,0,60,6,0,1,2,29,61722,5,1,0,0,0,48,16,2,0,10,25,3,4,3,21,1,61,24,0,11,111339,47,4,0,1,67,0,1,2,0,3,0,32,4,5,23,15,13,0,3,63,72939,8,0,1,40,0,1,1,4,5,0,137,2,39,22,0,0,0,0,1,10,91436,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,1,1,0,0,0,6021,0,0,5,1,0,22,1,8,0,0,2,0,1,0,0,0,6,1,0,0,33898
N72#N62,92109,0,0,2,0,4,0,1,0,0,0,0,2,0,0,8,13,9,0,0,0,17314,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,62213,4,0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,10,98027,0,1,0,0,2,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,39759,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,56809,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,2,0,0,0,30930,0,0,1,0,0,1,2,12,0,0,0,0,4,0,0,0,0,3,0,0,75917,0,5,5,0,0,0,0,0,3,27,0,0,0,0,0,4,0,0,0,0,89838,0,0,3,0,5,13,0,0,0,0,0,0,0,0,0,3,0,0,5,0,117877,3,0,1,3,1,3,0,4,0,0,0,0,0,0,0,0,0,7,1,3,31964,0,0,0,0,0,4,3,0,0,0,0,5,0,0,1,2,0,1,0,0,53976,0,0,0,22,5,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,56445,0,0,5,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,2,63640,12,0,0,0,0,0,0,1,0,0,0,1,6,0,8,1,1,0,0,5,62779,1,0,0,0,0,3,0,0,0,0,7,0,0,0,1,0,10,7,0,2,111878,6,0,0,1,14,0,0,0,0,0,0,6,0,0,2,2,1,0,1,6,74740,0,0,0,9,1,0,1,0,2,0,30,0,6,5,0,0,0,0,0,1,92239,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5924,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34204
N73#N64,96456,0,13,24,0,44,0,10,7,4,5,1,48,1,1,125,246,133,0,0,1,17377,0,0,10,9,3,1,0,0,0,0,1,0,11,36,0,0,3,19,8,0,61883,218,0,29,2,0,0,1,0,74,0,2,3,11,0,7,0,0,32,0,308,98668,0,34,1,0,63,1,0,4,0,89,2,3,1,10,0,0,0,11,1,0,39409,1,1,21,0,116,0,0,2,0,0,14,1,11,1,48,66,6,28,43,0,56992,2,0,4,0,1,5,1,0,31,81,1,16,2,0,0,6,7,0,0,0,30350,0,0,13,0,26,6,69,66,2,1,0,0,52,3,0,0,1,17,0,0,72402,5,94,70,1,1,0,1,4,62,511,0,0,3,0,1,55,0,3,5,7,88879,0,7,67,2,57,301,10,30,4,0,1,5,5,0,0,98,2,10,100,0,118389,83,1,30,31,11,24,4,135,1,1,6,0,0,1,0,0,0,48,1,101,30795,0,0,6,7,0,41,93,0,0,5,0,73,5,2,11,33,6,41,0,0,51918,0,5,4,242,40,2,0,6,59,0,0,1,0,0,8,0,0,30,0,2,57185,25,9,99,15,1,0,0,4,1,2,90,0,1,80,0,54,18,3,3,37,62786,107,0,0,0,0,3,2,15,0,3,0,20,54,3,223,8,1,1,5,91,64723,16,12,1,4,0,177,48,3,4,16,108,6,2,1,24,2,170,99,2,29,111588,159,3,1,9,260,2,0,3,0,4,1,49,17,4,45,38,32,2,12,172,72687,25,0,0,161,1,3,11,20,17,0,351,0,117,56,0,1,2,0,2,31,93273,0,1,0,3,0,0,0,1,0,0,0,6,0,0,0,0,9,2,0,0,5859,2,1,24,2,0,74,0,53,0,0,2,0,6,0,3,2,3,0,0,1,33675
